conversation_id,rep_id,client_id,date,product,product_category,specialite_cible,objection_type,objection_text,rep_response,response_quality,niveau_alia,visit_format,visit_step,medecin_type,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,acrv_score,conformite_flag,client_sentiment,conversation_duration_sec,outcome,skill_tags
CONV_1143,REP_208,CLIENT_163,2025-09-24,Oligovit Zinc B15,Zinc – cure courte,Dermato,conviction,Pas convaincu par les données sur le zinc,"Je vous remercie de soulever ce point. Quel repère scientifique vous manque pour vous convaincre ? 1 repère ciblé sur l'indication, positionnement clair et suivi. Avec ce repère, est-ce que vous envisageriez un test ?",Excellent,Expert,Standard,5,Analysant,9.19,9.22,8.58,8.92,4,1,Neutre,98,Test accepté,ACRV|closing|conformite|questionnement
CONV_1144,REP_209,CLIENT_212,2025-10-25,LV Fersang B60,Fer / énergie,Gynéco,conviction,Pas convaincu par ce produit,"Votre point est tout à fait valable. Vous voulez un repère sur la composition, la tolérance, ou l'usage pratique ? 1 repère clinique ciblé et proposition de test sur 2 à 3 patients. Est-ce que ce repère suffit pour envisager un test sur quelques patients ? (dans le respect du cadre)",Excellent,Confirmé,Approfondie,6,Analysant,7.59,8.77,8.48,8.34,4,1,Neutre,279,Engagement obtenu,ACRV|closing|conformite|questionnement
CONV_1145,REP_210,CLIENT_113,2025-12-26,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,"C'est une objection fréquente. Quel est le frein principal : l'oubli ou la motivation ? Astuce observance avec rituel de prise et rappel, cure courte test. Est-ce que cette approche par cure courte pourrait améliorer l'adhésion ? (selon la fiche produit)",Excellent,Confirmé,Standard,5,Facilitant,8.43,8.31,7.65,8.04,4,1,Positif,140,Engagement obtenu,ACRV|closing|conformite|questionnement
CONV_1146,REP_211,CLIENT_024,2026-02-28,PULMAX antitussif 150ml,Toux – sirop,MG,comportement_patient,Les patients s'automédiquent trop,"Je vous remercie de soulever ce point. Vous le constatez souvent dans votre pratique ? Message sécurité : bon usage, durée limitée, consulter si persistance. Avec ce cadrage, est-ce que vous seriez à l'aise pour le recommander ? (je vérifie et je reviens)",Excellent,Expert,Approfondie,5,Facilitant,9.76,8.63,8.6,8.9,4,1,Positif,395,Test accepté,ACRV|conformite
CONV_1147,REP_212,CLIENT_099,2025-09-23,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé","C'est une question légitime et importante. Quel profil vous voudriez prioriser dans votre patientèle ? Segmentation patient ciblée avec cure courte et suivi J+15. Sur ce profil précis, est-ce que vous seriez prêt à l'essayer ?",Excellent,Expert,Standard,4,Promouvant,9.08,7.31,9.36,8.67,4,1,Neutre,177,Engagement obtenu,ACRV|segmentation|conformite|questionnement
CONV_1148,REP_213,CLIENT_039,2025-12-15,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,securite,Je suis très prudent avec les produits en allaitement,"C'est une objection fréquente. Votre vigilance porte sur quoi exactement : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche produit et proposition d'un plan B. Avec ces précautions, est-ce que vous seriez à l'aise pour l'envisager ?",Excellent,Confirmé,Approfondie,6,Facilitant,10.0,8.67,9.33,9.3,3,1,Positif,443,Prochain RDV fixé,ACRV|conformite
CONV_1149,REP_214,CLIENT_218,2026-02-16,Pédiakids Crème change 40g,Dermite du siège – topique,MG,autre,Ça ne marche pas toujours dans mon expérience,"Je comprends tout à fait votre préoccupation. Sur quel contexte exactement : mycose, irritation, ou allergie ? Clarification diagnostique, orientation si besoin, positionnement en prévention. En prévention sur ce profil, est-ce que vous pensez que ça a sa place ? (dans le cadre de l'AMM)",Excellent,Expert,Standard,6,Facilitant,8.41,8.64,8.86,8.68,4,1,Positif,73,Prochain RDV fixé,ACRV|segmentation|conformite|questionnement
CONV_1150,REP_200,CLIENT_100,2026-01-24,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,"Votre point est tout à fait valable. C'est fréquent chez quel type de patients dans votre pratique ? Conseil prise au repas et adaptation du schéma pour le confort. Avec ce conseil pratique, pensez-vous que ça améliorerait la tolérance ?",Excellent,Confirmé,Standard,4,Promouvant,9.25,7.49,8.49,8.38,4,1,Positif,127,Test accepté,ACRV|conformite|questionnement
CONV_1151,REP_201,CLIENT_103,2025-09-22,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,ORL,autre,Je ne veux pas multiplier les références pédiatriques,"Votre point est tout à fait valable. Vous préférez une règle simple pour choisir ? 1 règle de tri claire entre les deux références et plan B. Avec cette règle simple, est-ce que ça facilite votre choix ? (selon la fiche produit)",Excellent,Confirmé,Approfondie,6,Promouvant,6.17,6.28,7.5,6.8,4,1,Neutre,419,Test accepté,ACRV|conformite
CONV_1152,REP_202,CLIENT_023,2025-12-21,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"Je comprends votre réticence. Vous attendez quel type de repère scientifique ? 1 repère ciblé, cure test sur 2 patients et retour à J+30. Avec ce repère, est-ce que vous seriez prêt à tester sur quelques cas ?",Excellent,Confirmé,Standard,5,Analysant,10.0,9.22,9.11,9.37,4,1,Positif,185,Engagement obtenu,ACRV|closing|conformite|questionnement
CONV_1153,REP_203,CLIENT_033,2025-11-08,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,tolerance,Les nausées empêchent la prise régulière,"Votre point est tout à fait valable. La prise est plutôt le matin ou le soir selon vos patientes ? Adapter le moment de prise et astuces anti-nausées pratiques. Avec cette adaptation, pensez-vous que l'observance s'améliorerait ?",Excellent,Confirmé,Approfondie,6,Promouvant,8.95,7.66,7.38,7.86,4,1,Positif,250,Engagement obtenu,ACRV|conformite
CONV_1154,REP_204,CLIENT_131,2025-09-01,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,"C'est une objection fréquente. Qu'attendent-ils exactement comme résultat et dans quel délai ? Recadrage des attentes avec cure test et conseils hygiène de vie. Avec ce cadrage réaliste, pensez-vous qu'ils seraient plus satisfaits ? (dans le respect du cadre)",Excellent,Confirmé,Approfondie,4,Facilitant,9.28,8.58,8.44,8.69,3,1,Positif,439,Engagement obtenu,ACRV|closing|conformite|questionnement
CONV_1155,REP_205,CLIENT_185,2025-11-21,Vitonic Conception B30,Conception – préconception,MG,autre,Je ne veux pas promettre de résultats sur la conception,"Je comprends tout à fait votre préoccupation. Quel objectif réaliste vous semble acceptable : routine ou observance ? Positionnement support uniquement avec suivi rigoureux. Dans ce cadre support strict, est-ce que vous pouvez l'envisager ?",Excellent,Expert,Approfondie,4,Promouvant,7.81,10.0,9.42,9.19,4,1,Positif,273,Engagement obtenu,ACRV|conformite|questionnement
CONV_1156,REP_206,CLIENT_052,2025-11-14,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,comportement_patient,Les parents veulent un cocktail de produits,"C'est une objection fréquente. Ils demandent quoi exactement comme combinaison ? Recadrage avec règles simples et support d'information parent. Avec ce message simple, pensez-vous pouvoir recadrer leurs attentes ? (selon la fiche produit)",Excellent,Confirmé,Approfondie,6,Promouvant,10.0,7.57,8.53,8.61,3,1,Neutre,248,Engagement obtenu,ACRV|conformite
CONV_1157,REP_207,CLIENT_195,2026-02-16,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,observance,Les enfants refusent à cause du goût,"C'est une objection fréquente. À quel moment de la journée c'est le plus difficile pour eux ? Astuces observance adaptées à l'enfant et test sur 2 semaines. Avec ces astuces pratiques, pensez-vous que l'adhésion s'améliorerait ? (selon la fiche produit)",Excellent,Confirmé,Standard,6,Promouvant,9.53,9.97,8.22,9.07,4,1,Positif,60,Test accepté,ACRV|closing|conformite|questionnement
CONV_1158,REP_208,CLIENT_149,2025-09-25,LV Phytocalm B30,Calme / stress – support,MG,comportement_patient,Mes patients veulent un vrai somnifère,"Je comprends tout à fait votre préoccupation. Que demandent-ils exactement comme effet et dans quel délai ? Recadrage des attentes, limites claires et orientation médicale si besoin. Avec ce recadrage, est-ce que vous pouvez orienter ces patients ? (je vérifie et je reviens)",Excellent,Expert,Standard,5,Facilitant,8.2,7.72,10.0,8.87,4,1,Neutre,103,Prochain RDV fixé,ACRV|conformite|questionnement
CONV_1159,REP_209,CLIENT_060,2025-09-20,Oligovit Zinc B15,Zinc – cure courte,MG,conviction,Pas convaincu par les données sur le zinc,"Je vous remercie de soulever ce point. Quel repère scientifique vous manque pour vous convaincre ? 1 repère ciblé sur l'indication, positionnement clair et suivi. Avec ce repère, est-ce que vous envisageriez un test ?",Excellent,Expert,Standard,5,Analysant,7.57,8.7,7.84,8.03,4,1,Positif,199,Test accepté,ACRV|closing|conformite|questionnement
CONV_1160,REP_210,CLIENT_155,2025-09-11,LV Fersang B60,Fer / énergie,MG,habitudes,J'ai mes habitudes avec un autre fer,"Je comprends votre réticence. Sur quels patients vous êtes le moins satisfait en tolérance ou adhésion ? Justement, positionnement en plan B sur ces profils avec suivi à J+7 et J+14. Est-ce que ça répond à votre préoccupation sur ces cas particuliers ?",Excellent,Confirmé,Approfondie,6,Contrôlant,8.52,9.65,7.96,8.61,4,1,Positif,416,Prochain RDV fixé,ACRV|segmentation|conformite|questionnement
CONV_1161,REP_211,CLIENT_027,2025-10-06,LV Tétra B B30,Vitamines B – énergie,MG,comportement_patient,Mes patients ne prennent pas régulièrement,"Je comprends tout à fait votre préoccupation. Quel est le frein principal : l'oubli ou la motivation ? Astuce observance avec rituel de prise et rappel, cure courte test. Est-ce que cette approche par cure courte pourrait améliorer l'adhésion ?",Excellent,Expert,Approfondie,5,Facilitant,8.94,9.12,8.65,8.86,4,1,Positif,296,Engagement obtenu,ACRV|closing|conformite|questionnement
CONV_1162,REP_212,CLIENT_217,2025-11-24,PULMAX antitussif 150ml,Toux – sirop,MG,autre,Je préfère traiter la cause plutôt que le symptôme,"Je comprends tout à fait votre préoccupation. Dans quel cas vous cherchez surtout du confort symptomatique ? Positionnement confort avec rappel de la surveillance étiologique. En complément du traitement étiologique, est-ce que ça vous semble pertinent ?",Excellent,Expert,Standard,6,Promouvant,9.35,8.91,10.0,9.51,3,1,Neutre,107,Engagement obtenu,ACRV|conformite|questionnement
CONV_1163,REP_213,CLIENT_158,2026-02-06,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé","Je comprends votre réticence. Quel profil vous voudriez prioriser dans votre patientèle ? Segmentation patient ciblée avec cure courte et suivi J+15. Sur ce profil précis, est-ce que vous seriez prêt à l'essayer ? (dans le respect du cadre)",Excellent,Confirmé,Standard,5,Promouvant,9.03,7.49,7.84,8.03,4,1,Neutre,77,Engagement obtenu,ACRV|segmentation|conformite|questionnement
CONV_1164,REP_214,CLIENT_201,2026-01-03,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,autre,Trop de produits post-partum sur le marché,"C'est une objection fréquente. Quel besoin prioritaire identifiez-vous chez vos patientes ? Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes. Est-ce que sur ce besoin précis, ça mérite un test ? (selon la fiche produit)",Excellent,Confirmé,Approfondie,6,Promouvant,8.07,9.51,9.28,9.05,4,1,Positif,338,Test accepté,ACRV|closing|conformite|questionnement
CONV_1165,REP_200,CLIENT_064,2026-02-16,Pédiakids Crème change 40g,Dermite du siège – topique,Pédiatre,temps,Les parents changent de marque tout le temps,"C'est une objection fréquente. Pourquoi changent-ils selon vous, le prix ou l'efficacité perçue ? Mettre en avant la routine, le conseil simple et le suivi observance. Avec ce message de routine, pensez-vous pouvoir fidéliser ces familles ?",Excellent,Confirmé,Standard,6,Contrôlant,6.98,9.4,9.3,8.75,4,1,Positif,111,Engagement obtenu,ACRV|conformite|questionnement
CONV_1166,REP_201,CLIENT_091,2026-01-24,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,autre,Je ne priorise pas les oméga-3 en consultation,"Votre point est tout à fait valable. Sur quel profil de patient vous l'accepteriez comme support ? Segmentation précise avec cure test sur 3 patients ciblés. Sur ce profil précis, est-ce que vous seriez prêt à l'essayer ? (selon la fiche produit)",Excellent,Confirmé,Approfondie,5,Promouvant,9.33,10.0,7.96,8.91,4,1,Positif,418,Prochain RDV fixé,ACRV|closing|segmentation|conformite|questionnement
CONV_1167,REP_202,CLIENT_206,2025-11-22,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,Pédiatre,comportement_patient,Les parents confondent les deux types de toux,"Votre point est tout à fait valable. Quels signes vous utilisez pour orienter votre diagnostic ? Mini-éducation thérapeutique et fiche parent pratique. Avec cette fiche, pensez-vous que les parents seraient mieux guidés ?",Excellent,Confirmé,Standard,4,Promouvant,5.95,7.4,6.38,6.58,4,1,Positif,150,Prochain RDV fixé,ACRV|conformite|questionnement
CONV_1168,REP_203,CLIENT_167,2025-11-21,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"Je vous remercie de soulever ce point. Vous attendez quel type de repère scientifique ? 1 repère ciblé, cure test sur 2 patients et retour à J+30. Avec ce repère, est-ce que vous seriez prêt à tester sur quelques cas ? (selon la notice)",Excellent,Expert,Approfondie,4,Analysant,9.98,9.77,8.73,9.35,4,1,Neutre,309,Prochain RDV fixé,ACRV|closing|conformite|questionnement
CONV_1169,REP_204,CLIENT_082,2026-02-04,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,tolerance,Les nausées empêchent la prise régulière,"Je vous remercie de soulever ce point. La prise est plutôt le matin ou le soir selon vos patientes ? Adapter le moment de prise et astuces anti-nausées pratiques. Avec cette adaptation, pensez-vous que l'observance s'améliorerait ? (je vérifie et je reviens)",Excellent,Expert,Approfondie,6,Promouvant,9.4,7.71,9.03,8.73,4,1,Positif,368,Engagement obtenu,ACRV|conformite
CONV_1170,REP_205,CLIENT_090,2025-11-05,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,comportement_patient,Mes patients veulent des résultats immédiats,"Je comprends votre réticence. Qu'attendent-ils exactement comme résultat et dans quel délai ? Recadrage des attentes avec cure test et conseils hygiène de vie. Avec ce cadrage réaliste, pensez-vous qu'ils seraient plus satisfaits ? (selon la fiche produit)",Excellent,Confirmé,Standard,4,Facilitant,7.71,8.88,9.13,8.7,4,1,Positif,94,Prochain RDV fixé,ACRV|closing|conformite|questionnement
CONV_1171,REP_206,CLIENT_019,2025-09-09,Vitonic Conception B30,Conception – préconception,MG,autre,Je ne veux pas promettre de résultats sur la conception,"C'est une question légitime et importante. Quel objectif réaliste vous semble acceptable : routine ou observance ? Positionnement support uniquement avec suivi rigoureux. Dans ce cadre support strict, est-ce que vous pouvez l'envisager ? (selon la notice)",Excellent,Expert,Approfondie,6,Promouvant,8.42,8.29,8.65,8.48,4,1,Positif,291,Engagement obtenu,ACRV|conformite|questionnement
CONV_1172,REP_207,CLIENT_156,2025-12-21,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,Pédiatre,comportement_patient,Les parents veulent un cocktail de produits,"C'est une objection fréquente. Ils demandent quoi exactement comme combinaison ? Recadrage avec règles simples et support d'information parent. Avec ce message simple, pensez-vous pouvoir recadrer leurs attentes ?",Excellent,Confirmé,Standard,4,Promouvant,8.39,9.31,7.33,8.19,2,1,Neutre,144,Prochain RDV fixé,conformite
CONV_1173,REP_208,CLIENT_093,2025-09-01,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,observance,Les enfants refusent à cause du goût,"C'est une question légitime et importante. À quel moment de la journée c'est le plus difficile pour eux ? Astuces observance adaptées à l'enfant et test sur 2 semaines. Avec ces astuces pratiques, pensez-vous que l'adhésion s'améliorerait ? (je vérifie et je reviens)",Excellent,Expert,Standard,6,Promouvant,9.04,9.3,8.38,8.82,4,1,Neutre,87,Engagement obtenu,ACRV|closing|conformite|questionnement
