conversation_id,rep_id,client_id,date,product,objection_type,objection_text,rep_response,response_quality,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,client_sentiment,conversation_duration_sec,outcome,conversation_transcript,skill_tags,year,month,month_name,week,day_of_week,duration_minutes,duration_category,objection_difficulty,objection_text_len,response_len_chars,response_len_words,transcript_len_chars,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,response_to_objection_ratio,info_density,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,skill_level,quality_label,is_success,is_success_broad,sentiment_label,context_weighted_score,above_success_threshold
CONV00015,REP022,CLI0122,2025-09-27,Vitonic Tonus,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Je connais bien ce produit concurrent. La différence principale est dans la formulation : Vitonic Tonus utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.,Excellent,9.7,8.8,8.4,9.0,Neutre,204,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : Vitonic Tonus utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Saturday,3.4,Courte (3-6 min),Standard,88,357,51,612,0,1,0,0,0,1,4.01,14.57,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.84,1
CONV00082,REP018,CLI0196,2025-09-28,OLIGOVIT Trio,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,6.6,6.4,6.4,6.5,Positif,313,Demande info,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,39,Sunday,5.22,Courte (3-6 min),Standard,78,76,13,321,0,0,0,0,0,0,0.96,2.44,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.45,0
CONV00307,REP003,CLI0165,2025-09-28,Omevie Omega 3 – 1000,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,Excellent,9.8,8.7,8.9,9.1,Négatif,318,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,39,Sunday,5.3,Courte (3-6 min),Difficile,85,391,59,651,1,0,1,0,1,2,4.55,10.93,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,9.07,1
CONV00135,REP004,CLI0130,2025-09-29,Omevie Omega 3 – 1000,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,7.1,7.3,6.8,7.1,Neutre,547,Demande info,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,40,Monday,9.12,Standard (6-10 min),Standard,92,97,17,364,0,1,0,0,0,1,1.04,1.84,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,7.02,0
CONV00371,REP013,CLI0066,2025-09-29,LV Fersang junior,Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,"Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?",Excellent,9.8,9.6,8.7,9.4,Positif,490,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,40,Monday,8.17,Standard (6-10 min),Difficile,75,284,45,530,0,0,1,0,0,1,3.74,5.44,3,1,0,1,1,0,0,0,Expert,2,1,1,1,9.24,1
CONV00221,REP022,CLI0230,2025-09-29,"Echinacée, Zinc, Vit.C",Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.",Bon,7.5,7.6,6.4,7.2,Positif,289,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,40,Monday,4.82,Courte (3-6 min),Difficile,74,74,12,324,0,0,0,0,1,0,0.99,2.44,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,7.04,0
CONV00244,REP016,CLI0163,2025-09-30,Vitonic Tonus,Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,Faible,5.8,3.5,2.5,3.9,Neutre,475,Objections non résolues,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,40,Tuesday,7.92,Standard (6-10 min),Difficile,75,25,5,267,0,0,0,0,0,0,0.33,0.62,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,3.62,0
CONV00384,REP005,CLI0229,2025-09-30,Omevie Omega 3 – 1000,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,Excellent,9.8,8.2,8.2,8.7,Négatif,220,Commande,"Délégué: Bonjour, je viens vous présenter Omevie Omega 3 – 1000. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! Omevie Omega 3 – 1000 a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,40,Tuesday,3.67,Courte (3-6 min),Standard,92,323,48,590,0,1,1,0,0,2,3.47,12.73,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.6,0
CONV00097,REP001,CLI0068,2025-09-30,"Echinacée, Zinc, Vit.C",Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,7.3,7.3,6.2,6.9,Positif,183,Demande info,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,40,Tuesday,3.05,Courte (3-6 min),Standard,92,97,17,365,0,1,0,0,0,1,1.04,5.4,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.8,0
CONV00234,REP012,CLI0180,2025-09-30,LV Vitamine A,Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est assez simple en fait : 2 fois par jour. La notice explique bien.,Bon,6.2,7.5,6.3,6.7,Neutre,424,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est assez simple en fait : 2 fois par jour. La notice explique bien.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,40,Tuesday,7.07,Standard (6-10 min),Difficile,75,70,14,312,0,0,0,0,0,0,0.92,1.95,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.64,0
CONV00183,REP007,CLI0212,2025-09-30,PHYTOFANE Lotion anti chute,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Nous sommes connus en Tunisie.,Faible,5.1,3.4,3.8,4.1,Neutre,258,Refus,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Nous sommes connus en Tunisie.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,40,Tuesday,4.3,Courte (3-6 min),Difficile,85,30,5,296,0,0,0,0,0,0,0.35,1.14,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,4.0,0
CONV00377,REP016,CLI0041,2025-10-01,LV Vitamine A,Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,"Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?",Excellent,8.8,9.6,9.1,9.2,Neutre,232,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: Au contraire, nous avons simplifié au maximum : 1 gélule matin et soir pendant les repas. C'est tout ! Nous fournissons un petit dépliant illustré très clair. De plus, chaque boîte contient un pilulier hebdomadaire gratuit pour faciliter l'observance. Voulez-vous que je vous montre ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,10,October,40,Wednesday,3.87,Courte (3-6 min),Difficile,75,284,45,526,0,0,1,0,0,1,3.74,11.34,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.18,1
CONV00011,REP020,CLI0120,2025-10-02,"Echinacée, Zinc, Vit.C",Posologie complexe,La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.,C'est écrit sur la boîte.,Faible,5.6,3.0,4.2,4.3,Positif,248,Refus,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: La posologie semble compliquée. Mes clients vont avoir du mal à comprendre.
Délégué: C'est écrit sur la boîte.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,10,October,40,Thursday,4.13,Courte (3-6 min),Difficile,75,25,5,276,0,0,0,0,0,0,0.33,1.18,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.19,0
CONV00116,REP003,CLI0192,2025-10-02,LV Vitamine A,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,Bon,6.9,6.3,5.6,6.3,Neutre,230,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,10,October,40,Thursday,3.83,Courte (3-6 min),Standard,88,95,14,350,0,0,0,0,0,0,1.07,3.56,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.14,0
CONV00309,REP013,CLI0210,2025-10-04,LV Vitamine A,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Pas de problème, je repasserai.",Faible,5.1,5.8,3.7,4.9,Positif,334,Pas intéressé,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Pas de problème, je repasserai.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,10,October,40,Saturday,5.57,Courte (3-6 min),Difficile,74,31,5,272,0,0,0,0,0,0,0.41,0.88,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.68,0
CONV00057,REP006,CLI0188,2025-10-04,"Echinacée, Zinc, Vit.C",Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,"Je connais bien ce produit concurrent. La différence principale est dans la formulation : Echinacée, Zinc, Vit.C utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.",Excellent,9.6,9.1,9.0,9.2,Négatif,453,Intérêt Fort,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Je connais bien ce produit concurrent. La différence principale est dans la formulation : Echinacée, Zinc, Vit.C utilise une forme biodisponible brevetée qui garantit une absorption supérieure de 40%. Nos études comparatives montrent des résultats visibles plus rapidement. Je peux vous proposer un échantillon gratuit pour que vous puissiez constater la différence.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,10,October,40,Saturday,7.55,Standard (6-10 min),Standard,88,366,52,630,0,1,0,0,0,1,4.11,6.8,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,9.18,1
CONV00161,REP015,CLI0175,2025-10-05,LV CYSPROTECT,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! LV CYSPROTECT a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,Excellent,9.7,9.1,9.2,9.3,Positif,296,Commande,"Délégué: Bonjour, je viens vous présenter LV CYSPROTECT. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! LV CYSPROTECT a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,10,October,40,Sunday,4.93,Courte (3-6 min),Standard,92,315,45,574,0,1,1,0,0,2,3.39,8.95,3,1,0,1,1,0,0,0,Expert,2,1,1,1,9.29,1
